"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"RColorBrewer","RColorBrewer","C:/Program Files/R/R-4.2.3/library","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.2.0"
"rcompanion","rcompanion","C:/Program Files/R/R-4.2.3/library","2.4.30",NA,"R (>= 4.1.0)","stats (>= 4.1.0), graphics (>= 4.1.0), boot (>= 1.3-28),
DescTools (>= 0.99.43), multcompView (>= 0.1-8), plyr (>=
1.8.6), coin (>= 1.4-2), lmtest (>= 0.9-38), nortest (>= 1.0-4)",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"Rcpp","Rcpp","C:/Program Files/R/R-4.2.3/library","1.0.10",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"RcppArmadillo","RcppArmadillo","C:/Program Files/R/R-4.2.3/library","0.12.2.0.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"RcppEigen","RcppEigen","C:/Program Files/R/R-4.2.3/library","0.3.3.9.3",NA,"R (>= 3.6.0)","Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"RcppParallel","RcppParallel","C:/Program Files/R/R-4.2.3/library","5.1.7",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.3"
"RcppProgress","RcppProgress","C:/Program Files/R/R-4.2.3/library","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"RcppRoll","RcppRoll","C:/Program Files/R/R-4.2.3/library","0.3.0",NA,"R (>= 2.15.1)","Rcpp","Rcpp","zoo, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"RcppTOML","RcppTOML","C:/Program Files/R/R-4.2.3/library","0.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"rdd","rdd","C:/Program Files/R/R-4.2.3/library","0.57",NA,"R (>= 2.15.0), sandwich, lmtest, AER, Formula",NA,NA,NA,NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.2.3"
"rddensity","rddensity","C:/Program Files/R/R-4.2.3/library","2.4",NA,"R (>= 3.1.0)","ggplot2, lpdensity (>= 2.2)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"rddtools","rddtools","C:/Program Files/R/R-4.2.3/library","1.6.0",NA,"AER, np","KernSmooth, ggplot2, rdd, sandwich, lmtest, Formula, locpol,
methods, rdrobust, rmarkdown",NA,"stats4, car, knitr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"rdfanalysis","rdfanalysis","C:/Program Files/R/R-4.2.3/library","0.0.0.9000",NA,NA,"DiagrammeR, dplyr, rmarkdown, testthat, pbapply, foreach,
ggplot2, ggridges, grid, rlang, tidyr, tidyselect, shiny,
shinyjs, shinycssloaders",NA,"knitr, ExPanDaR, readr, lfe",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"Rdpack","Rdpack","C:/Program Files/R/R-4.2.3/library","2.4",NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"rdrobust","rdrobust","C:/Program Files/R/R-4.2.3/library","2.1.1",NA,"R (>= 3.1.1)","ggplot2, MASS",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"readODS","readODS","C:/Program Files/R/R-4.2.3/library","1.8.0",NA,"R (>= 2.10)","xml2 (>= 1.3.2), cellranger, readr (>= 1.2.1), stringi, utils,
purrr",NA,"dplyr, testthat, datasets, covr, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"readr","readr","C:/Program Files/R/R-4.2.3/library","2.1.4",NA,"R (>= 3.5)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"readxl","readxl","C:/Program Files/R/R-4.2.3/library","1.4.2",NA,"R (>= 3.5)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"recipes","recipes","C:/Program Files/R/R-4.2.3/library","1.0.6",NA,"dplyr (>= 1.1.0), R (>= 3.4)","cli, clock (>= 0.6.1), ellipsis, generics (>= 0.1.2), glue,
gower, hardhat (>= 1.3.0), ipred (>= 0.9-12), lifecycle (>=
1.0.3), lubridate (>= 1.8.0), magrittr, Matrix, purrr (>=
1.0.0), rlang (>= 1.0.3), stats, tibble, tidyr (>= 1.0.0),
tidyselect (>= 1.2.0), timeDate, utils, vctrs (>= 0.5.0), withr",NA,"covr, ddalpha, dials (>= 1.2.0), ggplot2, igraph, kernlab,
knitr, modeldata (>= 0.1.1), parsnip (>= 0.1.7), RANN,
RcppRoll, rmarkdown, rpart, rsample, RSpectra, splines2,
testthat (>= 3.0.0), workflows, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"registry","registry","C:/Program Files/R/R-4.2.3/library","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.2.0"
"rematch","rematch","C:/Program Files/R/R-4.2.3/library","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rematch2","rematch2","C:/Program Files/R/R-4.2.3/library","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"remotes","remotes","C:/Program Files/R/R-4.2.3/library","2.4.2",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"REndo","REndo","C:/Program Files/R/R-4.2.3/library","2.4.8",NA,"R (>= 3.4)","methods (>= 3.4), stats (>= 3.4), utils (>= 3.4), Formula (>=
1.2), optimx (>= 2013.8.7), mvtnorm (>= 1.0-8), AER (>= 1.2-5),
Matrix (>= 1.2-14), lme4 (>= 1.1-18-1), data.table (>= 1.11.8),
corpcor (>= 1.6.9), Rcpp (>= 1.0.3), lmtest (>= 0.9-35)","Rcpp, RcppEigen","testthat, covr, R.rsp",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"repr","repr","C:/Program Files/R/R-4.2.3/library","1.1.6",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.2.3"
"reprex","reprex","C:/Program Files/R/R-4.2.3/library","2.0.2",NA,"R (>= 3.4)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"reshape","reshape","C:/Program Files/R/R-4.2.3/library","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"reshape2","reshape2","C:/Program Files/R/R-4.2.3/library","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"reticulate","reticulate","C:/Program Files/R/R-4.2.3/library","1.28",NA,"R (>= 3.0)","Matrix, Rcpp (>= 0.12.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, withr","Rcpp","callr, knitr, rlang, rmarkdown, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.2.3"
"rex","rex","C:/Program Files/R/R-4.2.3/library","1.2.1",NA,NA,"lazyeval",NA,"covr, dplyr, ggplot2, Hmisc, knitr, magrittr, rmarkdown,
roxygen2, rvest, stringr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rfm","rfm","C:/Program Files/R/R-4.2.3/library","0.2.2",NA,"R (>= 3.2)","dplyr, ggplot2, ggthemes, lubridate, magrittr, RColorBrewer,
rlang, stats, tibble, tidyr, utils, xplorerr",NA,"covr, DT, kableExtra, knitr, rmarkdown, testthat, vdiffr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rgenoud","rgenoud","C:/Program Files/R/R-4.2.3/library","5.9-0.3",NA,"R (>= 2.15), utils",NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"rgeos","rgeos","C:/Program Files/R/R-4.2.3/library","0.6-2",NA,"R (>= 3.3.0), methods, sp (>= 1.1-0)","utils, stats, graphics","sp","maptools (>= 0.8-5), testthat, XML, maps, rgdal",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"rgl","rgl","C:/Program Files/R/R-4.2.3/library","1.1.3",NA,"R (>= 3.3.0)","graphics, grDevices, stats, utils, htmlwidgets (>= 1.6.0),
htmltools, knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, R6,
base64enc, mime",NA,"MASS, rmarkdown (>= 2.16), deldir (>= 1.0-4), orientlib,
lattice, misc3d, magick, plotrix (>= 3.7-3), tripack, interp,
alphashape3d, tcltk, js (>= 1.2), webshot2 (>= 0.1.0), downlit
(>= 0.4.0), pkgdown (>= 2.0.0), extrafont, shiny,
manipulateWidget (>= 0.9.0), testthat, markdown, crosstalk, V8,
chromote","waldo","GPL",NA,NA,NA,NA,"yes","4.2.3"
"Rglpk","Rglpk","C:/Program Files/R/R-4.2.3/library","0.6-5",NA,"slam (>= 0.1-9)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"riingo","riingo","C:/Program Files/R/R-4.2.3/library","0.3.1",NA,"R (>= 2.10)","crayon (>= 1.3.4), glue (>= 1.3.1), httr (>= 1.3.1), jsonlite
(>= 1.5), purrr (>= 0.2.4), rlang (>= 0.2.0), tibble (>=
1.4.2), vctrs (>= 0.3.0)",NA,"covr, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rio","rio","C:/Program Files/R/R-4.2.3/library","0.5.29",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, arrow, clipr,
feather, fst, hexView, jsonlite, pzfx, readODS (>= 1.6.4),
readr, rmarkdown, rmatio, xml2 (>= 1.2.0), yaml",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"rjson","rjson","C:/Program Files/R/R-4.2.3/library","0.2.21",NA,"R (>= 4.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.0"
"rlang","rlang","C:/Program Files/R/R-4.2.3/library","1.1.0",NA,"R (>= 3.5.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"rlemon","rlemon","C:/Program Files/R/R-4.2.3/library","0.2.1",NA,"R (>= 2.10)","Rcpp (>= 1.0.5)","Rcpp","testthat, covr",NA,"BSL-1.0",NA,NA,NA,NA,"yes","4.2.3"
"rlist","rlist","C:/Program Files/R/R-4.2.3/library","0.4.6.2",NA,"R (>= 2.15)","yaml, jsonlite, XML, data.table",NA,"testthat, stringdist",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"RLRsim","RLRsim","C:/Program Files/R/R-4.2.3/library","3.1-8",NA,"R (>= 2.14.0)","Rcpp (>= 0.11.1), lme4 (>= 1.1), mgcv, nlme","Rcpp",NA,"SemiPar, lmerTest","GPL",NA,NA,NA,NA,"yes","4.2.3"
"rmarkdown","rmarkdown","C:/Program Files/R/R-4.2.3/library","2.22",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.22), methods, stringr (>= 1.2.0), tinytex (>= 0.31), tools,
utils, xfun (>= 0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, withr (>= 2.4.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rmatio","rmatio","C:/Program Files/R/R-4.2.3/library","0.18.0",NA,"R(>= 3.2)","Matrix, methods, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"rmdformats","rmdformats","C:/Program Files/R/R-4.2.3/library","1.0.4",NA,NA,"knitr, rmarkdown, bookdown, htmltools",NA,"questionr, DT, palmerpenguins, ggplot2",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"RMySQL","RMySQL","C:/Program Files/R/R-4.2.3/library","0.10.25",NA,"R (>= 2.8.0), DBI (>= 0.4)","methods",NA,"testthat, curl",NA,"GPL-2",NA,NA,NA,NA,"yes","4.2.3"
"rngtools","rngtools","C:/Program Files/R/R-4.2.3/library","1.5.2",NA,"R (>= 3.2.0), methods","digest, utils, stats, parallel",NA,"covr, RUnit, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rngWELL","rngWELL","C:/Program Files/R/R-4.2.3/library","0.10-9",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.2.2"
"robomit","robomit","C:/Program Files/R/R-4.2.3/library","1.0.6",NA,NA,"plm, dplyr, ggplot2, broom, tidyr, tibble, stats,",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"robustbase","robustbase","C:/Program Files/R/R-4.2.3/library","0.95-1",NA,"R (>= 3.5.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"rockchalk","rockchalk","C:/Program Files/R/R-4.2.3/library","1.8.157",NA,"R (>= 2.10)","grDevices, methods, lme4, carData, MASS, kutils",NA,"tables, Hmisc, car, mvtnorm, scatterplot3d, HH",NA,"GPL (>= 3.0)",NA,NA,NA,NA,"no","4.2.3"
"ROCR","ROCR","C:/Program Files/R/R-4.2.3/library","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"ROI","ROI","C:/Program Files/R/R-4.2.3/library","1.0-1",NA,"R (>= 2.10)","methods, registry (>= 0.5), slam, utils, checkmate",NA,"numDeriv",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rootSolve","rootSolve","C:/Program Files/R/R-4.2.3/library","1.8.2.3",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.0"
"roxygen2","roxygen2","C:/Program Files/R/R-4.2.3/library","7.2.3",NA,"R (>= 3.3)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"rpart","rpart","C:/Program Files/R/R-4.2.3/library","4.1.19","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"rpf","rpf","C:/Program Files/R/R-4.2.3/library","1.0.11",NA,"methods, parallel, R (>= 2.14.0)","Rcpp (>= 1.0.2), mvtnorm, lifecycle","Rcpp, RcppEigen","testthat, roxygen2, ggplot2, reshape2, gridExtra, numDeriv,
knitr, mirt, markdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.2.3"
"RPostgres","RPostgres","C:/Program Files/R/R-4.2.3/library","1.4.5",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), hms (>= 1.0.0),
lubridate, methods, Rcpp (>= 1.0.7), withr","plogr (>= 0.2.0), Rcpp","callr, covr, DBItest (>= 1.7.2.9001), knitr, rmarkdown,
testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.2.3"
"rprojroot","rprojroot","C:/Program Files/R/R-4.2.3/library","2.0.3",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rqdatatable","rqdatatable","C:/Program Files/R/R-4.2.3/library","1.3.1",NA,"R (>= 3.4.0), wrapr (>= 2.0.8), rquery (>= 1.4.7)","data.table (>= 1.12.2)",NA,"knitr, rmarkdown, DBI, RSQLite, parallel, tinytest",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rquery","rquery","C:/Program Files/R/R-4.2.3/library","1.4.9",NA,"R (>= 3.4.0), wrapr (>= 2.0.8)","utils, stats, methods",NA,"DBI, RSQLite, rqdatatable (>= 1.3.0), igraph, knitr,
rmarkdown, yaml, tinytest",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.3"
"rsample","rsample","C:/Program Files/R/R-4.2.3/library","1.1.1",NA,"R (>= 3.4)","dplyr (>= 1.0.0), furrr, generics, glue, methods, pillar,
purrr, rlang (>= 0.4.10), slider (>= 0.1.5), tibble, tidyr,
tidyselect, vctrs (>= 0.5.0)",NA,"broom, covr, ggplot2, knitr, modeldata, recipes (>= 0.1.4),
rmarkdown, stats, testthat (>= 3.0.0), utils, whisker, withr,
xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rsconnect","rsconnect","C:/Program Files/R/R-4.2.3/library","0.8.29",NA,"R (>= 3.0.0)","curl, digest, jsonlite, openssl (>= 2.0.0), packrat (>= 0.6),
rstudioapi (>= 0.5), tools, yaml (>= 2.1.5)",NA,"MASS, RCurl, callr, httpuv, knitr, plumber (>= 0.3.2),
reticulate, rmarkdown (>= 1.1), shiny, sourcetools, testthat,
xtable",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"rstatix","rstatix","C:/Program Files/R/R-4.2.3/library","0.7.2",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"rstudioapi","rstudioapi","C:/Program Files/R/R-4.2.3/library","0.14",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rsvg","rsvg","C:/Program Files/R/R-4.2.3/library","2.4.0",NA,NA,NA,NA,"ggplot2, knitr, magick, rmarkdown, spelling, svglite, webp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"Rttf2pt1","Rttf2pt1","C:/Program Files/R/R-4.2.3/library","1.3.12",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.2.2"
"RUnit","RUnit","C:/Program Files/R/R-4.2.3/library","0.4.32",NA,"R (>= 2.5.0), utils (>= 2.5.0), methods (>= 2.5.0), graphics
(>= 2.5.0)",NA,NA,"XML (>= 3.1.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"rversions","rversions","C:/Program Files/R/R-4.2.3/library","2.1.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"rvest","rvest","C:/Program Files/R/R-4.2.3/library","1.0.3",NA,"R (>= 3.2)","glue, cli, httr (>= 0.5), lifecycle (>= 1.0.0), magrittr,
rlang (>= 1.0.0), selectr, tibble, xml2 (>= 1.3), withr",NA,"covr, knitr, readr, repurrrsive, rmarkdown, spelling, stringi
(>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"s2","s2","C:/Program Files/R/R-4.2.3/library","1.1.2",NA,"R (>= 3.0.0)","Rcpp, wk (>= 0.6.0)","Rcpp, wk","testthat (>= 3.0.0), vctrs",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"yes","4.2.3"
"sampler","sampler","C:/Program Files/R/R-4.2.3/library","0.2.4",NA,NA,"dplyr, tidyr, reshape, purrr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"sampleSelection","sampleSelection","C:/Program Files/R/R-4.2.3/library","1.2-12",NA,"R (>= 2.10), maxLik (>= 0.7-3), stats","miscTools (>= 0.6-3), systemfit (>= 1.0-0), Formula (>=
1.1-1), VGAM (>= 1.1-1), mvtnorm (>= 0.9-9994)",NA,"lmtest, Ecdat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.2.3"
"samplesizeCMH","samplesizeCMH","C:/Program Files/R/R-4.2.3/library","0.0.0",NA,"R (>= 3.4.0)","stats",NA,"knitr, rmarkdown, DescTools, datasets, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.3"
"sampling","sampling","C:/Program Files/R/R-4.2.3/library","2.9",NA,NA,"MASS, lpSolve",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"sandwich","sandwich","C:/Program Files/R/R-4.2.3/library","3.0-2",NA,"R (>= 3.0.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lme4, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.2.3"
"sass","sass","C:/Program Files/R/R-4.2.3/library","0.4.6",NA,NA,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
"scales","scales","C:/Program Files/R/R-4.2.3/library","1.2.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, rlang (>= 1.0.0), viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0), waldo (>= 0.4.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.2.3"
"selectr","selectr","C:/Program Files/R/R-4.2.3/library","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.2.3"
"sem","sem","C:/Program Files/R/R-4.2.3/library","3.1-15",NA,"R (>= 3.5.0), stats","MASS, boot, mi (>= 0.9-99), utils",NA,"polycor, DiagrammeR (>= 1.0.9)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.2.3"
"semPlot","semPlot","C:/Program Files/R/R-4.2.3/library","1.1.6",NA,"R (>= 2.15.0)","qgraph (>= 1.2.4), lavaan (>= 0.5-11), sem (>= 3.1-0), plyr,
XML, igraph (>= 0.6-3), lisrelToR, rockchalk, colorspace,
corpcor, methods, OpenMx",NA,"MplusAutomation (>= 0.5-3)",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"sensemakr","sensemakr","C:/Program Files/R/R-4.2.3/library","0.1.4",NA,"R (>= 3.1.0)",NA,NA,"testthat, covr, knitr, rmarkdown, png, stargazer",NA,"GPL-3",NA,NA,NA,NA,"no","4.2.3"
"servr","servr","C:/Program Files/R/R-4.2.3/library","0.27",NA,"R (>= 3.0.0)","mime (>= 0.2), httpuv (>= 1.5.2), xfun, jsonlite",NA,"tools, later, rstudioapi, knitr (>= 1.9), rmarkdown",NA,"GPL",NA,NA,NA,NA,"no","4.2.3"
"sessioninfo","sessioninfo","C:/Program Files/R/R-4.2.3/library","1.2.2",NA,"R (>= 2.10)","cli (>= 3.1.0), tools, utils",NA,"callr, covr, mockery, reticulate, rmarkdown, testthat, withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.2.3"
"sf","sf","C:/Program Files/R/R-4.2.3/library","1.0-12",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), s2 (>= 1.1.0), stats, tools, units
(>= 0.7-0), utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, Matrix, microbenchmark, odbc, pbapply,
pillar, pool, raster, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat (>= 2.0-1),
spatstat.geom, spatstat.random, spatstat.linnet,
spatstat.utils, stars (>= 0.2-0), terra, testthat (>= 3.0.0),
tibble (>= 1.4.1), tidyr (>= 1.2.0), tidyselect (>= 1.0.0),
tmap (>= 2.0), vctrs, wk",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.2.3"
